"","X","Gene","Yap_2021","Tyssowski_2018","Hrvatin_2018","n_Yap_methods","na_sums"
"883",883,"Ugcg","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"884",884,"Nlgn1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"885",885,"Rb1cc1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"886",886,"Lpl","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"887",887,"Prepl","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"888",888,"Gm11817","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"889",889,"Gtf2f2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"890",890,"Tlk1","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"891",891,"Mal2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"892",892,"Scube1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"893",893,"Ccser1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"894",894,"Unc80","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"895",895,"Trps1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"896",896,"Pdgfc","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"897",897,"Yaf2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"898",898,"Lrrk2","FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_PRGs",1,2
"899",899,"Rgs7","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"900",900,"Nbea","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"901",901,"Ndfip2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"902",902,"Ano3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"903",903,"Zfp608","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"904",904,"Grin3a","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"905",905,"Ncam2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"906",906,"Map2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"907",907,"Man2a1","FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_SRGs",1,2
"908",908,"Epha3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"909",909,"Cdh6","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"910",910,"Tmem126a","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"911",911,"Gm17056","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"912",912,"Nos1ap","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"913",913,"Zfhx4","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"914",914,"Srsf11","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"915",915,"Efr3a","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"916",916,"Gls","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"917",917,"Rgs7bp","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"918",918,"Exoc5","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"919",919,"Tmeff2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"920",920,"St6galnac5","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"921",921,"Gm10848","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"922",922,"Pcdh10","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"923",923,"Prkg1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"924",924,"1700087M22Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"925",925,"Cntn1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"926",926,"Pgm2l1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"927",927,"Mboat2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"928",928,"Ptprd","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"929",929,"Unc5c","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"930",930,"Ccser2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"931",931,"Psd3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"932",932,"Mbd5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"933",933,"Cep83","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"934",934,"Ctnnd2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"935",935,"Gk","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"936",936,"Rras2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"937",937,"Cacnb2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"938",938,"Ptpn4","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"939",939,"3-Mar","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"940",940,"Serbp1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"941",941,"Rap2b","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"942",942,"Fmr1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"943",943,"Rad52","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"944",944,"Tle1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"945",945,"Cpd","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"946",946,"Reps2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"947",947,"5330434G04Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"948",948,"7-Sep","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"949",949,"Gm11250","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"950",950,"Dgkb","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"951",951,"Ptn","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"952",952,"Fam220a","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"953",953,"3110035E14Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"954",954,"Cog5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"955",955,"Cdyl","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"956",956,"Bcl6","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"957",957,"Arhgef9","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"958",958,"Mpp5","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"959",959,"Cadps2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"960",960,"Abi1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"961",961,"Sphkap","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"962",962,"Gpr137c","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"963",963,"Map4k5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"964",964,"Nrg3os","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"965",965,"Gm26742","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"966",966,"Arfgef3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"967",967,"D930016D06Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"968",968,"Hs6st3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"969",969,"Vamp4","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"970",970,"2900055J20Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"971",971,"Pkp4","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"972",972,"Gpc5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"973",973,"Psmc6","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"974",974,"Gria3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"975",975,"Otud7a","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"976",976,"Cntn4","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"977",977,"Hdx","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"978",978,"Gm28960","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"979",979,"Ccny","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"980",980,"BC005561","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"981",981,"Tbk1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"982",982,"Lnp","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"983",983,"Rab8b","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"984",984,"Ociad2","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"985",985,"Kctd16","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"986",986,"Nell2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"987",987,"Cwf19l2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"988",988,"Snca","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"989",989,"Syne1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"990",990,"Erc1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"991",991,"Pigk","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"992",992,"Plcb1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"993",993,"5031415H12Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"994",994,"Nebl","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"995",995,"Cntnap5c","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"996",996,"Gabra5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"997",997,"Meaf6","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"998",998,"Lrrc8c","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"999",999,"Fmn2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1000",1000,"Sub1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1001",1001,"Rims1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1002",1002,"Clvs2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1003",1003,"Arl15","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1004",1004,"Dok6","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1005",1005,"Bbs5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1006",1006,"Sfmbt1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1007",1007,"Nkain2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1008",1008,"4932438A13Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1009",1009,"Lmo4","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1010",1010,"Man1a2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1011",1011,"B3galt1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1012",1012,"Osbpl6","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1013",1013,"1700024B18Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1014",1014,"Fam19a1","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_SRGs (sec)",2,2
"1015",1015,"Celf2","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"1016",1016,"Me3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1017",1017,"Trpc1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1018",1018,"Aff3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1019",1019,"Sybu","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1020",1020,"Tnks","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1021",1021,"Gucy1a2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1022",1022,"Kcnq5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1023",1023,"Actr2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1024",1024,"Stmn2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1025",1025,"Nol4","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1026",1026,"Evl","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1027",1027,"Chm","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1028",1028,"Gpm6b","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1029",1029,"Rasal2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1030",1030,"Srpk2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1031",1031,"Tbc1d22b","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1032",1032,"Adgrl3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1033",1033,"Nfia","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1034",1034,"Lin7a","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1035",1035,"Hs6st2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1036",1036,"Atp6v1h","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1037",1037,"Luzp2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1038",1038,"Nrcam","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1039",1039,"Adam22","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1040",1040,"Acp1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1041",1041,"Herc2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1042",1042,"Tspan13","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1043",1043,"Hipk3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1044",1044,"Cpe","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1045",1045,"Ttll7","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1046",1046,"Gm16152","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1047",1047,"Cadm1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1048",1048,"Sptb","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1049",1049,"Gtpbp2","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"1050",1050,"Xkr4","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1051",1051,"Wasf1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1052",1052,"Dlgap1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1053",1053,"Rab3gap2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1054",1054,"App","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1055",1055,"Elmod1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1056",1056,"Gabra4","FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_SRGs",1,2
"1057",1057,"Ttc3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1058",1058,"Pde4d","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1059",1059,"Chn1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1060",1060,"Akap6","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1061",1061,"Rtn4","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"1062",1062,"Atp2b1","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"1063",1063,"Mbd2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1064",1064,"Atp2c1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1065",1065,"Ube3a","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1066",1066,"Mbnl2","FFJ KO snRNAseq_affected by AP1 KO","in situ sustained depol_dPRGs",NA,1,2
"1067",1067,"Ankrd13c","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1068",1068,"Nr3c2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1069",1069,"Raph1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1070",1070,"Epb41l1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1071",1071,"Grik2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1072",1072,"Gm21747","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1073",1073,"Vsnl1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1074",1074,"Usp14","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1075",1075,"Sdcbp","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1076",1076,"Galnt1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1077",1077,"Foxp1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1078",1078,"Dnajc1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1079",1079,"Tceal5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1080",1080,"Sik2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1081",1081,"Rap1b","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1082",1082,"Ipmk","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1083",1083,"Fbl","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1084",1084,"Tenm2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1085",1085,"Rab11fip3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1086",1086,"Fnip1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1087",1087,"2010111I01Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1088",1088,"Arhgef3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1089",1089,"Atxn1","FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_SRGs",1,2
"1090",1090,"Mfhas1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1091",1091,"Ssh2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1092",1092,"Xist","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1093",1093,"Mmd","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1094",1094,"Cdc42bpa","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1095",1095,"Plppr2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1096",1096,"Gphn","FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_SRGs",1,2
"1097",1097,"Cdk17","FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_SRGs",1,2
"1098",1098,"Ly6h","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1099",1099,"Nav3","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"1100",1100,"Slc8a1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1101",1101,"Ptprg","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1102",1102,"Kif1b","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1103",1103,"Ppp3ca","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1104",1104,"Ankrd17","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1105",1105,"Mapk10","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1106",1106,"Zmynd11","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1107",1107,"Crim1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1108",1108,"Eml5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1109",1109,"Spred1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1110",1110,"Etv5","FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_SRGs",1,2
"1111",1111,"Nrg3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1112",1112,"B230334C09Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1113",1113,"2310035C23Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1114",1114,"Ube2e2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1115",1115,"Map4","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1116",1116,"Fam189a1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1117",1117,"Snap25","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1118",1118,"Gabrb3","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1119",1119,"Dcc","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1120",1120,"Zfand5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1121",1121,"Zfr","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"1122",1122,"Calm1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1123",1123,"Gm21954","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1124",1124,"Csmd1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1125",1125,"Dclk1","FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_PRGs",1,2
"1126",1126,"Dock9","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1127",1127,"Nsf","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1128",1128,"Frmpd4","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1129",1129,"Trim9","FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"1130",1130,"Enox1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1131",1131,"Mycbp2","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1132",1132,"5730522E02Rik","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1133",1133,"Exoc6b","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1134",1134,"Plekha5","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1135",1135,"Nedd4l","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1136",1136,"Fam155a","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1137",1137,"Malat1","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1138",1138,"Ppm1e","FFJ KO snRNAseq_affected by AP1 KO",NA,NA,1,1
"1139",1139,"Eya1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1140",1140,"Gm39615","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1141",1141,"2010300C02Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1142",1142,"9330175M20Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1143",1143,"Mpp4","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1144",1144,"Gm33517","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1145",1145,"Hjurp","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1146",1146,"B230216N24Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_SRGs",1,2
"1147",1147,"Serpinb8","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1148",1148,"Actr3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1149",1149,"Zranb3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1150",1150,"Dennd1b","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1151",1151,"LOC102640772","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1152",1152,"Edem3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1153",1153,"Zbtb37","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1154",1154,"Gas5","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1155",1155,"Dcaf6","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1156",1156,"Mpc2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1157",1157,"Opn3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1158",1158,"Gm39707","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
